Material Dump with Offsets
0x82D2E3F8   $default
0x82D58CF8   mc/gfx_bullethit_sand
0x82D58D78   wc/gfx_bullethit_sand
0x82D58DF8   gfx_fxt_env_leaves_gib
0x82D58E78   mc/com_glass_shattered_outside
0x82D58EF8   gfx_fxt_lensflare_diamond
0x82D58F78   gfx_fxt_smk_scattered
0x82D58FF8   gfx_fxt_debris_gib_glass2_add
0x82D59078   gfx_fxt_debris_gib_glass_cloud_01
0x82D590F8   mc/gfx_impact_glass01
0x82D59178   wc/gfx_impact_glass01
0x82D591F8   mc/gfx_impact_glass02
0x82D59278   wc/gfx_impact_glass02
0x82D592F8   mc/gfx_crater_dirt
0x82D59378   wc/gfx_crater_dirt
0x82D593F8   gfx_fxt_debris_wind_ash
0x82D59478   gfx_fxt_debris_gib_grass_sngl
0x82D594F8   mc/gfx_bullethit_snow
0x82D59578   wc/gfx_bullethit_snow
0x82D595F8   gfx_fxt_debris_fine_clump
0x82D59678   gfx_fxt_smk_scattered_z3
0x82D596F8   gfx_fxt_spark_grind
0x82D59778   mc/gfx_impact_metal02
0x82D597F8   wc/gfx_impact_metal02
0x82D59878   mc/gfx_impact_metal03
0x82D598F8   wc/gfx_impact_metal03
0x82D59978   gfx_fxt_light_flare_phosphorous
0x82D599F8   gfx_fxt_spark_single
0x82D59A78   gfx_fxt_sparks_rndhit_eo15
0x82D59AF8   gfx_fxt_debris_spike_z3
0x82D59B78   gfx_fxt_env_water_splash_z3
0x82D59BF8   gfx_fxt_debris_gib_dirt_pcloud_2
0x82D59C78   gfx_fxt_debris_gib_dirt_pcloud_3
0x82D59CF8   gfx_fxt_debris_gib_dirt_pcloud_4
0x82D59D78   gfx_fxt_smk_def_3_z5
0x82D59DF8   gfx_fxt_smk_scattered_z80
0x82D59E78   mc/gfx_impact_plaster01
0x82D59EF8   wc/gfx_impact_plaster01
0x82D59F78   mc/gfx_impact_plaster02
0x82D59FF8   wc/gfx_impact_plaster02
0x82D5A078   gfx_fxt_smk_puff_z5
0x82D5A0F8   Õ{x
0x82D5A178   gfx_fxt_distortion_ring_thin
0x82D5A1F8   gfx_fxt_env_snow_flake_cloud_01
0x82D5A278   gfx_fxt_env_snow_flake_cloud_04
0x82D5A2F8   gfx_fxt_env_water_splash
0x82D5A378   gfx_fxt_env_water_ripple
0x82D5A3F8   gfx_fxt_debris_plume_water
0x82D5A478   gfx_fxt_env_water_foam2
0x82D5A4F8   mc/gfx_impact_asphalt01
0x82D5A578   wc/gfx_impact_asphalt01
0x82D5A5F8   mc/gfx_impact_asphalt02
0x82D5A678   wc/gfx_impact_asphalt02
0x82D5A6F8   gfx_fxt_debris_clump_dirt_z20
0x82D5A778   gfx_fxt_sparks_rndhit
0x82D5A7F8   gfx_fxt_smk_gen_z10
0x82D5A878   mc/mtl_fx_decal_character_blood
0x82D5A8F8   gfx_fxt_bio_blooddrops
0x82D5A978   gfx_fxt_bio_bloodburst_c
0x82D5A9F8   gfx_fxt_bio_bloodgush
0x82D5AA78   gfx_fxt_env_water_drip_pcloud_01
0x82D5AAF8   gfx_fxt_env_water_drip_pcloud_02
0x82D5AB78   gfx_fxt_debris_plume_water_z5
0x82D5ABF8   gfx_fxt_env_water_bubble
0x82D5AC78   mc/mtl_p_glo_bullet_tip
0x82D5ACF8   gfx_fxt_env_water_ripple_nocull
0x82D5AD78   gfx_fxt_env_water_foam2_nocull
0x82D5ADF8   mc/gfx_impact_blood_spatter01
0x82D5AE78   wc/gfx_impact_blood_spatter01
0x82D5AEF8   mc/gfx_impact_blood_spatter02
0x82D5AF78   wc/gfx_impact_blood_spatter02
0x82D5AFF8   mc/gfx_impact_blood_spatter03
0x82D5B078   wc/gfx_impact_blood_spatter03
0x82D5B0F8   mc/mtl_fx_char_gib_chunks
0x82D5B178   gfx_fxt_bio_blood_cloud
0x82D5B1F8   gfx_fxt_bio_bloodburst_b
0x82D5B278   gfx_fxt_bio_bloodburst
0x82D5B2F8   gfx_fxt_env_water_blood_cloud
0x82D5B378   gfx_fxt_debris_plume_dirt
0x82D5B3F8   gfx_fxt_smk_def_1_z10
0x82D5B478   gfx_fxt_exp_fire_e20
0x82D5B4F8   gfx_fxt_smk_def_4_z3
0x82D5B578   gfx_fxt_smk_scattered_z10
0x82D5B5F8   gfx_fxt_exp_fire
0x82D5B678   gfx_fxt_debris_gib_wood
0x82D5B6F8   mc/gfx_impact_seethru
0x82D5B778   wc/gfx_impact_seethru
0x82D5B7F8   gfx_fxt_smk_def_1
0x82D5B878   gfx_fxt_smk_puff
0x82D5B8F8   gfx_fxt_exp_ember_omni_add
0x82D5B978   gfx_fxt_smk_whisp_spiral
0x82D5B9F8   gfx_fxt_fx_distortion_shc_wave
0x82D5BA78   mc/mtl_fx_dest_atlas
0x82D5BAF8   gfx_fxt_smk_gen_z60
0x82D5BB78   gfx_fxt_env_water_foam_light_z10
0x82D5BBF8   gfx_fxt_debris_spike
0x82D5BC78   gfx_fxt_env_water_splash_z10
0x82D5BCF8   gfx_fxt_smk_def_4
0x82D5BD78   gfx_fxt_debris_wind_ash_z10
0x82D5BDF8   gfx_fxt_mud_splash01
0x82D5BE78   gfx_fxt_mud_splash02
0x82D5BEF8   mc/gfx_crater_blacktop
0x82D5BF78   wc/gfx_crater_blacktop
0x82D5BFF8   gfx_fxt_fx_distortion_ring_heavy
0x82D5C078   gfx_fxt_smk_scattered_z20_gr
0x82D5C0F8   mc/gfx_crater_snow_grenade
0x82D5C178   wc/gfx_crater_snow_grenade
0x82D5C1F8   gfx_fxt_env_water_plume_dense_gr
0x82D5C278   gfx_fxt_env_snow_flake_cloud_01_top
0x82D5C2F8   gfx_fxt_env_snow_flake_cloud_02_top
0x82D5C378   gfx_fxt_env_water_mist
0x82D5C3F8   gfx_fxt_env_snow_flakes
0x82D5C478   gfx_fxt_light_glow
0x82D5C4F8   gfx_fxt_env_water_drip_pcloud_01_add
0x82D5C578   gfx_fxt_env_water_drip_pcloud_03
0x82D5C5F8   gfx_fxt_env_water_drip_pcloud_04
0x82D5C678   gfx_fxt_env_water_plume_dense_z40
0x82D5C6F8   gfx_fxt_env_water_splash2
0x82D5C778   gfx_fxt_env_water_splash2_add
0x82D5C7F8   gfx_fxt_env_water_foam
0x82D5C878   gfx_fxt_smk_light_z120
0x82D5C8F8   gfx_fxt_smk_def_2_z120
0x82D5C978   gfx_fxt_smk_gen_z120
0x82D5C9F8   gfx_fxt_exp_glow_z60
0x82D5CA78   gfx_fxt_light_flare_phosphorous_z120
0x82D5CAF8   gfx_fxt_smk_def_2_z200
0x82D5CB78   gfx_fxt_smk_puff_z120
0x82D5CBF8   gfx_fxt_smk_scattered_z120
0x82D5CC78   gfx_fxt_smk_light_z200
0x82D5CCF8   gfx_fxt_spark_pcloud_01
0x82D5CD78   gfx_fxt_env_dust_mote_pcloud_blend
0x82D5CDF8   gfx_fxt_debris_gib_metal
0x82D5CE78   gfx_fxt_exp_fire_z200
0x82D5CEF8   gfx_fxt_spark_pcloud_02
0x82D5CF78   gfx_fxt_smk_def_1_z200
0x82D5CFF8   gfx_fxt_light_flare_phosphorous_eo300
0x82D5D078   gfx_fxt_smk_def_4_z200
0x82D5D0F8   gfx_fxt_smk_def_3_z40
0x82D5D178   gfx_fxt_exp_glow
0x82D5D1F8   gfx_fxt_smk_def_1_z80_gr
0x82D5D278   gfx_fxt_smk_def_3_z80_gr
0x82D5D2F8   gfx_fxt_muz_vert_gen
0x82D5D378   gfx_fxt_smk_def_3
0x82D5D3F8   gfx_fxt_fire_flame_base_01
0x82D5D478   Õø
0x82D5D4F8   gfx_flamethrower_smoke_add
0x82D5D578   gfx_fxt_smk_def_2
0x82D5D5F8   gfx_fxt_debris_plume_smoke
0x82D5D678   gfx_fxt_light_hot_z200
0x82D5D6F8   gfx_flamethrower_smoke_z100
0x82D5D778   gfx_fxt_smk_scattered_z200
0x82D5D7F8   gfx_fxt_env_dust_mote_z100
0x82D5D878   gfx_flamethrower_smoke_add_z100
0x82D5D8F8   gfx_fxt_debris_clump_rocks
0x82D5D978   gfx_fxt_smk_gen_z40
0x82D5D9F8   gfx_fxt_env_leaves_mangrove
0x82D5DA78   gfx_fxt_env_water_foam2_z10
0x82D5DAF8   gfx_fxt_env_water_plume_dense_z120_gr
0x82D5DB78   gfx_fxt_smk_light_z3
0x82D5DBF8   gfx_fxt_light_ray_spread_no_gr
0x82D5DC78   gfx_fxt_ui_heli_reticule
0x82D5DCF8   gfx_fxt_light_hot_add_z0
0x82D5DD78   gfx_fxt_light_burst
0x82D5DDF8   mc/mtl_aircraft_bomb
0x82D5DE78   gfx_flamethrower_fire_add_z50
0x82D5DEF8   gfx_fxt_env_dust_mote_pcloud_add
0x82D5DF78   gfx_fxt_bio_bloodtrail
0x82D5DFF8   gfx_fxt_light_ray_search
0x82D5E078   gfx_fxt_light_flare2
0x82D5E0F8   gfx_fxt_light_flare_halogen
0x82D5E178   gfx_fxt_light_flare2_eo2
0x82D5E1F8   gfx_fxt_lensflare_stripe_white_dtle
0x82D5E278   gfx_fxt_smk_gen_z20
0x82D5E2F8   gfx_fxt_smk_trail_thick
0x82D5E378   mc/mtl_t5_weapon_nightingale
0x82D5E3F8   Õ ø
0x82D5E478   ÕÔx
0x82D5E4F8   gfx_fxt_fx_distortion_heat
0x82D5E578   Õãø
0x82D5E5F8   gfx_fxt_fire_anim_wall_add
0x82D5E678   gfx_fxt_fire_anim_wall
0x82D5E6F8   gfx_fxt_light_ray_spread
0x82D5E778   gfx_fxt_smk_gen_z200
0x82D5E7F8   gfx_fxt_fire_anim_fuel
0x82D5E878   gfx_fxt_smk_trail
0x82D5E8F8   gfx_fxt_fx_shimmer
0x82D5E978   gfx_fxt_fire_anim_lick_add
0x82D5E9F8   gfx_fxt_debris_fire_ember_01
0x82D5EA78   gfx_fxt_fire_anim_fuel_add
0x82D5EAF8   gfx_fxt_env_dust_mote_eo20
0x82D5EB78   mc/mtl_marine_glove
0x82D5EBF8   mc/mtl_marine_glovesleeve
0x82D5EC78   gfx_fxt_fire_flame_vert_e
0x82D5ECF8   gfx_fxt_fire_flame_vert_c
0x82D5ED78   gfx_fxt_fire_flame_vert_d
0x82D5EDF8   gfx_fxt_fx_distortion_heat_scale5
0x82D5EE78   mc/mtl_fx_shell
0x82D5EEF8   mc/mtl_fx_shell_alpha
0x82D5EF78   Õäx
0x82D5EFF8   ui_skin_black
0x82D5F078   ui_skin_green
0x82D5F0F8   ui_skin_white
0x82D5F178   ui_skin_tan
0x82D5F1F8   ui_skin_jungle_us
0x82D5F278   ui_skin_jungle_rus
0x82D5F2F8   ui_skin_desert_us
0x82D5F378   ui_skin_desert_rus
0x82D5F3F8   ui_skin_snow_us
0x82D5F478   ui_skin_snow_rus
0x82D5F4F8   ui_skin_german
0x82D5F578   ui_skin_urban_rus
0x82D5F5F8   fonts/clanfont
0x82D5F678   fonts/clanfont_glow
0x82D5F6F8   mc/mtl_t5_weapon_ak74u
0x82D5F778   mc/mtl_t5_weapon_tishina
0x82D5F7F8   mc/mtl_weapon_scope_reflex_lens
0x82D5F878   mc/mtl_weapon_reflex_red_dot
0x82D5F8F8   mc/mtl_weapon_scope_cobra_mounted
0x82D5F978   mc/mtl_weapon_foregrip
0x82D5F9F8   mc/mtl_mag_wrap2
0x82D5FA78   mc/mtl_t5_weapon_scope_pka_lens
0x82D5FAF8   mc/mtl_t5_weapon_scope_pka_crosshair
0x82D5FB78   mc/mtl_t5_weapon_scope_pka
0x82D5FBF8   mc/mtl_t5_aimpoint_red_dot
0x82D5FC78   mc/mtl_t5_weapon_ak_magazines
0x82D5FCF8   mc/mtl_t5_weapon_scope_rail_ak47
0x82D5FD78   mc/mtl_t5_weapon_suppressor_ak
0x82D5FDF8   Õåx
0x82D5FE78   Õïx
0x82D5FEF8   mc/mtl_t5_weapon_ak74u_plastic
0x82D5FF78   mc/mtl_t5_weapon_ak_magazines2
0x82D5FFF8   Õýø
0x82D60078   gfx_fxt_fx_distortion_ring_light
0x82D600F8   mc/mtl_weapon_m203_grenade
0x82D60178   Õþx
0x82D601F8   Õÿø
0x82D60278   mc/mtl_t5_weapon_flat_rail
0x82D602F8   mc/mtl_t5_weapon_kiparis
0x82D60378   mc/mtl_weapon_scope_acog_lens
0x82D603F8   mc/mtl_weapon_scope_colt3x20
0x82D60478   mc/mtl_weapon_scope_colt3x20_crosshair
0x82D604F8   mc/mtl_t5_weapon_scope_inside
0x82D60578   mc/mtl_t5_weapon_scope_elbit
0x82D605F8   mc/mtl_t5_weapon_kiparis_plastic
0x82D60678   mc/mtl_t5_weapon_uzi
0x82D606F8   mc/mtl_t5_weapon_mac11
0x82D60778   mc/mtl_weapon_suppressor
0x82D607F8   mc/mtl_t5_weapon_mac11_plastic
0x82D60878   mc/mtl_weapon_spectre
0x82D608F8   mc/mtl_t5_weapon_mp5
0x82D60978   mc/mtl_t5_weapon_mp5_detail
0x82D609F8   mc/mtl_t5_weapon_hkmount
0x82D60A78   hud_icon_mp5
0x82D60AF8   mc/mtl_mag_wrap
0x82D60B78   mc/mtl_t5_weapon_mpl
0x82D60BF8   mc/mtl_t5_weapon_mpl_plastic
0x82D60C78   mc/mtl_t5_weapon_pm63
0x82D60CF8   mc/mtl_t5_weapon_skorpion
0x82D60D78   mc/mtl_t5_weapon_skorpion_plastic
0x82D60DF8   mc/mtl_weapon_spectre_plastic
0x82D60E78   mc/mtl_t5_weapon_uzi_stock
0x82D60EF8   mc/mtl_t5_weapon_aug_crosshair
0x82D60F78   mc/mtl_weapon_acog_lens_adzscale
0x82D60FF8   mc/mtl_iron_sights
0x82D61078   mc/mtl_t5_weapon_aug_plastic
0x82D610F8   mc/mtl_t5_weapon_aug_scope
0x82D61178   mc/mtl_t5_weapon_aug_bayonet
0x82D611F8   mc/mtl_aug_gl_guard
0x82D61278   mc/mtl_t5_weapon_scope_nsp3a_lens_unlit
0x82D612F8   mc/mtl_t5_weapon_scope_anpvs
0x82D61378   mc/t5_weapon_mtl_m203
0x82D613F8   mc/mtl_weapon_mk_receiver
0x82D61478   mc/mtl_t5_weapon_flamer
0x82D614F8   mc/mtl_weapon_mk
0x82D61578   mc/mtl_t5_weapon_aug
0x82D615F8   mc/mtl_t5_weapon_longscope_lens
0x82D61678   mc/mtl_t5_weapon_scope_inside_adszscale
0x82D616F8   mc/mtl_weapon_reflex_lens
0x82D61778   Öx
0x82D617F8   Öø
0x82D61878   Öx
0x82D618F8   Öø
0x82D61978   Öx
0x82D619F8   Öø
0x82D61A78   Öx
0x82D61AF8   Öø
0x82D61B78   mc/mtl_fx_shotgun_shell
0x82D61BF8   mc/mtl_fx_shotgun_shell_alpha
0x82D61C78   Öx
0x82D61CF8   Öø
0x82D61D78   mc/mtl_t5_weapon_scope_susat
0x82D61DF8   mc/mtl_t5_weapon_enfield
0x82D61E78   mc/mtl_t5_weapon_enfield_plastic
0x82D61EF8   mc/mtl_weapon_l_suppressor
0x82D61F78   mc/mtl_t5_weapon_famas
0x82D61FF8   mc/mtl_t5_weapon_famas_plastic
0x82D62078   mc/mtl_t5_weapon_g11_detail
0x82D620F8   mc/mtl_t5_weapon_g11
0x82D62178   mc/mtl_weapon_scope_redfield
0x82D621F8   mc/mtl_weapon_scope_redfield_lens_interior
0x82D62278   mc/mtl_weapon_scope_redfield_lens_interior2
0x82D622F8   mc/mtl_t5_weapon_rail_n_bracket
0x82D62378   mc/mtl_weapon_scope_redfield_lens
0x82D623F8   Öx
0x82D62478   scope_overlay_g11
0x82D624F8   mc/t5_weapon_mtl_ak47_gunset_attachments
0x82D62578   mc/mtl_t5_weapon_scope_nsp3a
0x82D625F8   mc/mtl_t5_weapon_ak47_gl_ammo
0x82D62678   mc/t5_weapon_mtl_ak47_gunset
0x82D626F8   mc/mtl_t5_weapon_kobra_mw2_mount
0x82D62778   mc/t5_weapon_mtl_ak47_gunset_plastic
0x82D627F8   mc/t5_weapon_mtl_ak47_gunset_attachments2
0x82D62878   Öø
0x82D628F8   mc/mtl_weapon_commando_strap_fringe
0x82D62978   mc/mtl_weapon_commando_strap
0x82D629F8   mc/mtl_weapon_commando_main
0x82D62A78   mc/mtl_weapon_m16a1_main
0x82D62AF8   mc/mtl_weapon_commando_plastic
0x82D62B78   mc/mtl_t5_weapon_fal
0x82D62BF8   mc/mtl_t5_weapon_fal_plastic
0x82D62C78   mc/mtl_t5_weapon_galil
0x82D62CF8   mc/mtl_t5_weapon_galil_plastic
0x82D62D78   mc/mtl_t5_weapon_m14
0x82D62DF8   mc/mtl_t5_weapon_m14_stock
0x82D62E78   mc/mtl_t5_weapon_m14_strap
0x82D62EF8   mc/mtl_weapon_m14_scope_rail
0x82D62F78   mc/mtl_weapon_m16a1_stock
0x82D62FF8   hud_icon_m16a4_grenade
0x82D63078   mc/mtl_t5_weapon_psg1
0x82D630F8   mc/mtl_t5_weapon_hk21
0x82D63178   mc/mtl_t5_weapon_hk21_plastic
0x82D631F8   mc/mtl_fx_bullet_chain
0x82D63278   mc/mtl_fx_bullet_chain_alpha
0x82D632F8   mc/mtl_t5_weapon_m60e3
0x82D63378   mc/mtl_t5_weapon_m60e3_misc
0x82D633F8   mc/mtl_t5_weapon_m60e3_alpha
0x82D63478   mc/mtl_t5_weapon_m60e3_mag
0x82D634F8   mc/mtl_t5_weapon_m60e3_cardboard
0x82D63578   mc/mtl_t5_weapon_rpk
0x82D635F8   mc/mtl_t5_weapon_drum_mag
0x82D63678   mc/mtl_t5_weapon_rpk_plastic
0x82D636F8   mc/mtl_t5_weapon_stoner
0x82D63778   mc/mtl_t5_weapon_stoner_plastic
0x82D637F8   mc/mtl_t5_dragunov_scope
0x82D63878   mc/mtl_t5_weapon_dragunov_working_plastic
0x82D638F8   mc/mtl_t5_weapon_dragunov_working
0x82D63978   Ö#ø
0x82D639F8   Ö(x
0x82D63A78   mc/mtl_t5_weapon_l96a1
0x82D63AF8   mc/mtl_t5_weapon_l96a1_plastic
0x82D63B78   mc/mtl_t5_weapon_l96a1_scope
0x82D63BF8   mc/mtl_weapon_scope_redfield_world
0x82D63C78   mc/mtl_weapon_scope_redfield_lens_world
0x82D63CF8   Ö9x
0x82D63D78   mc/mtl_t5_weapon_psg1_plastic
0x82D63DF8   mc/mtl_t5_weapon_psg1_scope
0x82D63E78   Ö9ø
0x82D63EF8   mc/mtl_t5_weapon_wa2000
0x82D63F78   mc/mtl_ammo_carrier
0x82D63FF8   mc/mtl_t5_weapon_wa2000_plastic
0x82D64078   mc/mtl_t5_weapon_ithaca_strap
0x82D640F8   mc/mtl_t5_weapon_asp
0x82D64178   mc/mtl_t5_weapon_cz75
0x82D641F8   mc/mtl_weapon_trinium_sight_glow
0x82D64278   mc/mtl_weapon_trinium_sight
0x82D642F8   mc/mtl_t5_weapon_m1911_mp
0x82D64378   mc/mtl_t5_weapon_makarov
0x82D643F8   mc/mtl_t5_weapon_coltpython
0x82D64478   mc/mtl_weapon_python_scope_crosshair
0x82D644F8   mc/mtl_t5_weapon_scope_hunter_scope
0x82D64578   Ö<ø
0x82D645F8   Ö>x
0x82D64678   mc/mtl_t5_weapon_ithaca
0x82D646F8   mc/mtl_t5_weapon_ithaca_detail
0x82D64778   mc/mtl_t5_weapon_ithaca_tritium
0x82D647F8   mc/mtl_t5_weapon_beretta682
0x82D64878   mc/mtl_t5_weapon_beretta682_wood
0x82D648F8   gfx_fxt_fire_anim_lick_add_gr
0x82D64978   hud_beretta682
0x82D649F8   mc/mtl_t5_weapon_spas
0x82D64A78   mc/mtl_t5_weapon_spas_plastic
0x82D64AF8   mc/mtl_t5_weapon_strela
0x82D64B78   mc/mtl_t5_weapon_strela_tow
0x82D64BF8   gfx_fxt_fire_anim_fuel_gr
0x82D64C78   mc/mtl_weapon_javelin
0x82D64CF8   hud_ks_tv_guided_missile
0x82D64D78   hud_obit_arc
0x82D64DF8   mc/mtl_t5_weapon_law
0x82D64E78   mc/mtl_law_reticle
0x82D64EF8   mc/mtl_weapon_at4
0x82D64F78   reticle_flechette
0x82D64FF8   hud_law
0x82D65078   mc/mtl_weapon_rpg7
0x82D650F8   mc/mtl_t5_weapon_ex41
0x82D65178   mc/mtl_t5_weapon_crossbow
0x82D651F8   mc/mtl_t5_weapon_crossbow_string
0x82D65278   mc/mtl_t5_weapon_explosive_arrow
0x82D652F8   hud_obit_exploding_arrow
0x82D65378   mc/mtl_weapon_sticky_grenade
0x82D653F8   mc/mtl_default
0x82D65478   reticle_center_cross
0x82D654F8   hud_indicator_arrow
0x82D65578   gfx_fxt_light_flare2_eo5
0x82D655F8   mc/t5_weapon_mtl_m202
0x82D65678   mc/t5_weapon_mtl_m202_crosshair
0x82D656F8   mc/t5_weapon_mtl_m202_decals
0x82D65778   mc/t5_weapon_mtl_m202_loader
0x82D657F8   mc/t5_weapon_mtl_m202_insides
0x82D65878   hud_m202
0x82D658F8   hud_obit_grim
0x82D65978   hud_ks_m202
0x82D659F8   mc/mtl_weapon_ammo_chute
0x82D65A78   mc/mtl_main_minigun_carry_decal
0x82D65AF8   mc/mtl_main_minigun_carry
0x82D65B78   mc/mtl_weapon_minigun_bullets
0x82D65BF8   gfx_distortion_heat
0x82D65C78   reticle_minigun
0x82D65CF8   hud_icon_minigun
0x82D65D78   hud_obit_minigun
0x82D65DF8   hud_ks_minigun
0x82D65E78   mc/mtl_weapon_molotov_wick
0x82D65EF8   mc/mtl_weapon_molotov_grenade
0x82D65F78   ÖEx
0x82D65FF8   hud_obit_napalm
0x82D66078   ÖEø
0x82D660F8   Ö_x
0x82D66178   Ö`x
0x82D661F8   Ö`ø
0x82D66278   Öax
0x82D662F8   Öaø
0x82D66378   Öbx
0x82D663F8   Öbø
0x82D66478   Öcx
0x82D664F8   Öcø
0x82D66578   Ödx
0x82D665F8   gfx_fxt_light_glow_add
0x82D66678   mc/mtl_weapon_parabolic_knife
0x82D666F8   mc/mtl_t5_weapon_hatchet
0x82D66778   mc/mtl_t5_weapon_hatchet_retrieve
0x82D667F8   gfx_fxt_fx_distortion_ripple_trail
0x82D66878   hatchet_reticle
0x82D668F8   hud_hatchet
0x82D66978   hud_obit_hatchet
0x82D669F8   mc/mtl_ballistic_knife
0x82D66A78   mc/mtl_t5_weapon_sog_knife
0x82D66AF8   knife_ballistic_reticle
0x82D66B78   hud_ballistic_knife
0x82D66BF8   hud_obit_ballistic_knife
0x82D66C78   mc/mtl_ballistic_knife_retrieve
0x82D66CF8   mc/mtl_usa_morphine_tube
0x82D66D78   mc/mtl_usa_morphine_cap
0x82D66DF8   mc/mtl_usa_morphine_pin
0x82D66E78   hud_icon_syrette
0x82D66EF8   mc/mtl_weapon_c4
0x82D66F78   mc/mtl_weapon_claymore_detonator
0x82D66FF8   mc/mtl_t5_weapon_equip_light_grn
0x82D67078   hud_icon_u2_spyplane
0x82D670F8   hud_icon_u2_fuel
0x82D67178   hud_icon_u2_e_package
0x82D671F8   hud_ks_spy_sat
0x82D67278   mc/mtl_t5_weapon_radio
0x82D672F8   mc/mtl_t5_weapon_radio_light
0x82D67378   mc/mtl_t5_weapon_mortar
0x82D673F8   hud_mortarshell
0x82D67478   hud_obit_mortar
0x82D674F8   mc/mtl_napalm_bomb
0x82D67578   hud_icon_air_napalm
0x82D675F8   mc/mtl_cbu97_clusterbomb
0x82D67678   gfx_fxt_fire_flame_base_01_z40
0x82D676F8   hud_icon_air_airstrike
0x82D67778   hud_obit_airstrike
0x82D677F8   compass_objpoint_dogs
0x82D67878   hud_obit_dogs
0x82D678F8   mc/mtl_friction_tape
0x82D67978   mc/mtl_weapon_satchel_charge
0x82D679F8   mc/mtl_weapon_us_blast_machine
0x82D67A78   mc/mat_veh_rccontroller
0x82D67AF8   hud_icon_rcbomb
0x82D67B78   hud_obit_rcbomb
0x82D67BF8   hud_icon_rcbomb_32x32
0x82D67C78   hud_player_helicopter
0x82D67CF8   hud_obit_hind
0x82D67D78   hud_heli_gunner
0x82D67DF8   hud_obit_huey
0x82D67E78   hud_icon_air_mortar
0x82D67EF8   mc/mtl_t5_weapon_scrambler_detect
0x82D67F78   mc/mtl_t5_weapon_sentry_gun_detect
0x82D67FF8   mc/mtl_t5_weapon_camera_spike_detect
0x82D68078   mc/mtl_s5_rocket
0x82D680F8   Ödø
0x82D68178   Öex
0x82D681F8   mc/mtl_t5_weapon_sam_turret_detect
0x82D68278   hud_ks_sam_turret
0x82D682F8   mc/mtl_weapon_tabun_supply
0x82D68378   hud_obit_turret
0x82D683F8   hud_ks_auto_turret_marker
0x82D68478   hud_obit_death_suicide
0x82D684F8   hud_ks_sam_turret_marker
0x82D68578   hud_ks_tv_guided_marker
0x82D685F8   hud_icon_counter_uav
0x82D68678   compass_objpoint_helicopter
0x82D686F8   hud_obit_cobra
0x82D68778   hud_ai_helicopter
0x82D687F8   mc/gfx_grass_piece1
0x82D68878   hud_supply_drop
0x82D688F8   hud_obit_crate
0x82D68978   gfx_fxt_smk_light_z1_eo1
0x82D689F8   gfx_fxt_fire_flame_vert_d_z1
0x82D68A78   mc/mtl_weapon_m67_grenade
0x82D68AF8   mc/mtl_weapon_semtex_grenade
0x82D68B78   hud_icon_sticky_grenade
0x82D68BF8   mc/mtl_weapon_claymore
0x82D68C78   mc/mtl_weapon_claymore_detect
0x82D68CF8   hud_icon_claymore
0x82D68D78   mc/mtl_weapon_c4_detect
0x82D68DF8   hud_icon_satchelcharge
0x82D68E78   mc/mtl_t5_weapon_camera_spike
0x82D68EF8   mc/mtl_t5_weapon_camera_spike_base
0x82D68F78   mc/mtl_t5_weapon_camera_spike_base_detect
0x82D68FF8   hud_deployable_camera
0x82D69078   gfx_fxt_light_flare2_eo15
0x82D690F8   mc/mtl_t5_weapon_acoustic_sensor
0x82D69178   mc/mtl_t5_weapon_acoustic_sensor_visor
0x82D691F8   mc/mtl_t5_weapon_acoustic_sensor_detect
0x82D69278   hud_acoustic_sensor
0x82D692F8   mc/mtl_t5_weapon_tactical_insertion
0x82D69378   mc/mtl_t5_weapon_tactical_insertion_glass
0x82D693F8   hud_tact_insert
0x82D69478   mc/mtl_t5_weapon_tactical_insertion_detect
0x82D694F8   mc/mtl_t5_weapon_scrambler
0x82D69578   hud_radar_jammer
0x82D695F8   mc/mtl_t5_weapon_equip_light_grn_unlit
0x82D69678   mc/mtl_t5_weapon_equip_light_red_unlit
0x82D696F8   mc/mtl_t5_weapon_equip_light_red
0x82D69778   mc/mtl_weapon_novichok
0x82D697F8   tactical_gren_reticle
0x82D69878   hud_icon_tabun_gasgrenade
0x82D698F8   gfx_fxt_smk_gen_z80
0x82D69978   mc/mtl_weapon_wp_grenade
0x82D699F8   gfx_fxt_env_water_plume_dense
0x82D69A78   gfx_fxt_env_water_plume_dense_z3
0x82D69AF8   mc/mtl_weapon_m84
0x82D69B78   mc/mtl_weapon_m84_burnt
0x82D69BF8   hud_us_flashgrenade
0x82D69C78   mc/mtl_us_smoke_grenade
0x82D69CF8   mc/mtl_weapon_concussion_grenade
0x82D69D78   hud_us_stungrenade
0x82D69DF8   hud_nightingale
0x82D69E78   mc/mtl_p_glo_scavenger_pack_01
0x82D69EF8   mc/mtl_p_glo_scavenger_pack_02
0x82D69F78   hud_obit_exploding_barrel
0x82D69FF8   hud_obit_exploding_car
0x82D6A078   mc/mtl_flag_neutral
0x82D6A0F8   mc/mtl_mp_flag_base
0x82D6A178   mc/mtl_flag_allies_1
0x82D6A1F8   mc/mtl_flag_allies_2
0x82D6A278   mc/mtl_flag_allies_3
0x82D6A2F8   mc/mtl_flag_axis_1
0x82D6A378   mc/mtl_flag_axis_2
0x82D6A3F8   mc/mtl_flag_axis_3
0x82D6A478   hud_momentum
0x82D6A4F8   hud_momentum_bonus
0x82D6A578   hud_momentum_bonus_detail
0x82D6A5F8   hud_momentum_notification_bonus
